number_of_bids_or_proposals_received_prior_to_award_of_contract,explain_why_the_fair_market_value_is_less_than_the_contract_amount,postal_code,amount_expended_for_fiscal_year,city,address_line1,begin_date,procurement_description,address_line2,transaction_number,state,vendor_number,type_of_procurement,renewal_date,number_of_bids_and_proposal_received_from_mwbe_firms,page_number,amount_expended_for_life_to_date,status,award_date,end_date,province_region,fair_market_value,exemption_from_the_publication_requirements_of_article_4c_of_the_economic-development_law?,current_or_outstanding_balance,award_process,plus_4,"if_yes,_basis_for_exemption",country,is_the_vendor_a_minority_or_woman-owned_business_enterprise?,amount,does_the_contract_have_an_end_date,is_the_vendor_a_nys_or_foreign_business_enterprise?,vendor_name,were_mwbe_firms_solicited_as_part_of_this_procurement_proces
3,,07032,27800.1,KEARNY,60 PENNSYLVANIA AVENUE,03/04/2013,6.00E+23 CONNECTOR RAIL FOR 100 LB RUNNING RAIL 2 C-CLAMPS SILICON BRONZE HARDWARE 1 BOLT 1/2 -13 X 8HEX HEAD 1 LOCK WASHER 1/2SPLIT 1 NUT 1/2-13 HEX 1 BOLT 5/16-,,,NJ,5678,Commodities/Supplies,,0,5678,27800.1,OPEN,03/04/2013,03/03/2014,,,No,25596,Authority Contract - Competitive Bid,,,USA,No,53396.1,Yes,Foreign,MAC PRODUCTS INC.,Yes
2,,07032,0,KEARNY,60 PENNSYLVANIA AVENUE,11/17/2011,6.00E+23 MAC PRODUCTS No 41054-25C ARMATURE WITH SPRING BRACKETPOST FOR TYPE 17CM53A14 CONTA,,,NJ,5679,Commodities/Supplies,,1,5679,45650,OPEN,11/17/2011,02/15/2013,,,No,4150,Authority Contract - Competitive Bid,,,USA,No,49800,Yes,Foreign,MAC PRODUCTS INC.,Yes
3,,07032,0,KEARNY,60 PENNSYLVANIA AVENUE,11/14/2011,6.00E+23 CONNECTOR CLASP TYPE USED ON CONTACT SHOE CABLE ARRANGEMENT.,,,NJ,5680,Commodities/Supplies,,0,5680,17380,OPEN,11/14/2011,02/13/2014,,,No,30020,Authority Contract - Competitive Bid,,,USA,No,47400,Yes,Foreign,MAC PRODUCTS INC.,Yes
5,,07032,6862.5,KEARNY,60 PENNSYLVANIA AVENUE,08/15/2013,6.00E+23 SHUNT U/W GE CONTACTOR 17CM53A14 17CM53V18 R18 R29 R30 R32 R33 R36R38 R46 CARS,,,NJ,5681,Commodities/Supplies,,1,5681,6862.5,OPEN,08/15/2013,11/15/2015,,,No,38887.5,Authority Contract - Competitive Bid,,,USA,No,45750,Yes,Foreign,MAC PRODUCTS INC.,Yes
3,,07032,35550,KEARNY,60 PENNSYLVANIA AVENUE,03/04/2013,6.00E+23 CLAMP TAP FOR 150 LB. CONTACT RAIL.,,,NJ,5682,Commodities/Supplies,,0,5682,35550,OPEN,03/04/2013,03/03/2014,,,No,0,Authority Contract - Competitive Bid,,,USA,No,35550,Yes,Foreign,MAC PRODUCTS INC.,Yes
14,,07032,12632.1,KEARNY,60 PENNSYLVANIA AVENUE,11/18/2010,TERMINAL 15 DEGREE OFFSET FOR DOUBLE,,C600954977,NJ,5683,Commodities/Supplies,,1,5683,27289.6,OPEN,11/18/2010,02/18/2013,,,No,26.65,Authority Contract - Competitive Bid,,,USA,No,27316.25,Yes,Foreign,MAC PRODUCTS INC.,Yes
,,07032,87080,KEARNY,60 PENNSYLVANIA AVENUE,,Multi-PO Under 15K to Same Vendor Goods Provided by Select Vendor,,,NJ,5684,Commodities/Supplies,,,5684,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,MAC PRODUCTS INC.,
,,13204,49324.18,SYRACUSE,509 ERIE BLVD WEST,,Avaya Switches Purchase,,12270-0100,NY,5685,Technology - Hardware,,,5685,,OPEN,,,,,,,Purchased Under State Contract,,,USA,No,,,NYS,MAC SOURCE INC.,
,,10022,25681.5,NEW YORK,140 EAST 56TH STREET,09/15/2011,1st payment for attorney fees,,8000000291,NY,5686,Legal Services,,0,5686,67533.75,OPEN,09/15/2011,,,82500,,14966.25,Authority Contract - Non-Competitive Bid,,,USA,No,82500,No,NYS,MACARTHUR PROPERTIES,No
2,,10007,17250,NEW YORK,72 READE STREET,04/30/2013,6.00E+23 OPERATOR DOOR LEFT HAND FOR USE WITH MAGIC ACCESS DOOR OPENER,,,NY,5687,Commodities/Supplies,,0,5687,17250,OPEN,04/30/2013,07/29/2014,,,No,5250,Authority Contract - Competitive Bid,,,USA,No,22500,Yes,NYS,MACKENZIE AUTOMATIC DOORS INC.,Yes
,,19044,17765.13,HORSHAM,700 BUSINESS CENTER DRIVE,07/09/2002,CONSULTANT FOR SERVICE MANAGEMENT,,W81202,PA,5688,Consulting Services,,1,5688,3501679.83,OPEN,07/09/2002,12/31/2012,,,No,499397.68,Authority Contract - Competitive Bid,,,USA,No,4001077.51,Yes,Foreign,MACRO CORPORATION,Yes
,,11234,15680,BROOKLYN,1977 FLATBUSH AVE,,Winter Jackets for MTA Road Operations,,PRB111119R,NY,5689,Commodities/Supplies,,,5689,,COMPLETED,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,NYS,MACS UNIFORM,
2,,06478,101746.42,OXFORD,116 WILLENBROCK ROAD,08/01/2011,4.00E+23 Macton Maintenance Contract,,,CT,5690,Commodities/Supplies,,0,5690,261416.21,OPEN,03/28/2012,07/31/2014,,,No,340972.97,Authority Contract - Competitive Bid,,,USA,No,602389.18,Yes,Foreign,MACTON CORPORATION,No
0,,06478,51470.24,OXFORD,116 WILLENBROCK ROAD,06/29/2012,Stamford MofE Bi-Annual Inspectionrepair Service Macton,,1000016058,CT,5691,Commodities/Supplies,,0,5691,74483.84,OPEN,05/29/2012,05/29/2013,,,,135516.16,Authority Contract - Competitive Bid,,,USA,No,210000,Yes,Foreign,MACTON CORPORATION,No
2,,06478,41670,OXFORD,116 WILLENBROCK ROAD,08/02/2011,4.00E+23 Macton Maintenance Contract,,,CT,5692,Commodities/Supplies,,0,5692,96830,OPEN,03/28/2012,08/01/2014,,,No,103170,Authority Contract - Competitive Bid,,,USA,No,200000,Yes,Foreign,MACTON CORPORATION,No
1,,06478,0,OXFORD,116 WILLENBROCK ROAD,08/24/2011,1.00E+23 PREV. MAINTSERVICE MACTON,,,CT,5693,Other,,0,5693,0,OPEN,07/31/2011,07/31/2014,,,,21600,Authority Contract - Competitive Bid,,,USA,No,21600,Yes,Foreign,MACTON CORPORATION,No
,,08861,36034.55,PERTH AMBOY,500 MARKET STREET,,BIT DRILL BONDING COBALT 3/8,POST OFFICE BOX 391,1000031375,NJ,5694,Commodities/Supplies,,,5694,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,0391,,USA,No,,,Foreign,MADSENHOWELL INC.,
3,,08861,11514,PERTH AMBOY,500 MARKET STREET,10/18/2012,6.00E+23 COMPOUND CAULKING DUCT SEAL FOR CADWELDING CONTACT RAIL JOINTS. WELDING CRUCIBLES PLASTIC COMPOUND IN 5.5 LB CONTAINERS,,,NJ,5695,Commodities/Supplies,,0,5695,11514,OPEN,10/18/2012,04/18/2014,,,No,30704,Authority Contract - Competitive Bid,0391,,USA,No,42218,Yes,Foreign,MADSENHOWELL INC.,Yes
8,,08861,11402.4,PERTH AMBOY,500 MARKET STREET,03/04/2011,6.00E+23 CASTER SWIVEL 6 DIAMETER X 2 1/2 WIDE POLYURETHANE TREAD WHEEL,,,NJ,5696,Commodities/Supplies,,0,5696,22092.15,OPEN,03/04/2011,06/04/2013,,,No,11164.85,Authority Contract - Competitive Bid,0391,,USA,No,33257,Yes,Foreign,MADSENHOWELL INC.,Yes
,,11208,44007198.23,BROOKLYN,234 LOGAN STREET,10/01/2008,PARATRANSIT SERVICE - MAGGIESPARATRANSIT CORP.,,C607H9751L,NY,5697,Other Professional Services,,2,5697,224617396.53,OPEN,09/12/2008,03/09/2019,,,No,310956007.47,Authority Contract - Competitive Bid,,,USA,No,535573404,Yes,NYS,MAGGIES PARATRANSIT CORP.,Yes
1,,08755,112661.8,TOMS RIVER,15 PINE FORK DRIVE,08/15/2012,Hologram - MNRR,,1000018223,NJ,5698,Other,,0,5698,144361.8,OPEN,08/15/2012,04/19/2013,,,,61688.2,Authority Contract - Competitive Bid,,,USA,No,206050,Yes,Foreign,MAGNADATA USA INC,No
1,,08755,86358,TOMS RIVER,15 PINE FORK DRIVE,10/01/2010,GOLD POLYESTER METROCARDS,,C600949224,NJ,5699,Commodities/Supplies,,0,5699,3736734,OPEN,10/01/2010,10/01/2012,,,No,153266,Authority Contract - Competitive Bid,,,USA,No,3890000,Yes,Foreign,MAGNADATA USA INC.,Yes
2,,08755,1095687.8,TOMS RIVER,15 PINE FORK DRIVE,02/06/2013,6.00E+23 Gold Polyester MetroCards,,,NJ,5700,Commodities/Supplies,,0,5700,1095687.8,OPEN,02/06/2013,02/05/2015,,,Yes,2409112.2,Authority Contract - Competitive Bid,,Stock/QPL All vnd/Mnf/Aut,USA,No,3504800,Yes,Foreign,MAGNADATA USA INC.,No
2,,08755,408142.8,TOMS RIVER,15 PINE FORK DRIVE,12/14/2010,METROCARD MAGNETIC TRANSFERS USED ON,,C600958535,NJ,5701,Commodities/Supplies,,0,5701,1375496.64,OPEN,12/14/2010,03/14/2013,,,Yes,15697.8,Authority Contract - Competitive Bid,,Stock/QPL All vnd/Mnf/Aut,USA,No,1391194.44,Yes,Foreign,MAGNADATA USA INC.,No
2,,08755,104004,TOMS RIVER,15 PINE FORK DRIVE,07/18/2013,6.00E+23 METROCARD MAGNETIC TRANSFERS USED ON NYC BUSES AFC SYSTEM. THE TRANSFER MATERIAL SHALL BE PAPER OR CARD STOCK WITH A BASE COLOR OF WHITE. THE FRONT S,,,NJ,5702,Commodities/Supplies,,0,5702,104004,OPEN,07/18/2013,09/17/2015,,,Yes,838965.6,Authority Contract - Competitive Bid,,Stock/QPL All vnd/Mnf/Aut,USA,No,942969.6,Yes,Foreign,MAGNADATA USA INC.,No
,,08755,139273,TOMS RIVER,15 PINE FORK DRIVE,10/05/2012,6.00E+23 Printing of advertising/promotional MetroCard,,,NJ,5703,Commodities/Supplies,,0,5703,233273,OPEN,10/05/2012,12/31/2014,,752150,Yes,518877,Authority Contract - Non-Competitive Bid,,Stock/QPL All vnd/Mnf/Aut,USA,No,752150,Yes,Foreign,MAGNADATA USA INC.,No
2,,08755,82476,TOMS RIVER,15 PINE FORK DRIVE,02/02/2012,6.00E+23 METROCARD MAGNETIC SINGLE RIDE TICKET THE MATERIAL SHALL BE PAPER OR CARD STOCK WITH A BASE COLOR OF WHITE THE FRONT SHALL CARRY A MAGNETIC STRIPE. EI,,,NJ,5704,Commodities/Supplies,,0,5704,237189.6,OPEN,02/02/2012,02/02/2014,,,No,274730.4,Authority Contract - Competitive Bid,,,USA,No,511920,Yes,Foreign,MAGNADATA USA INC.,Yes
,,08755,200812.5,TOMS RIVER,15 PINE FORK DRIVE,06/12/2012,6.00E+23 METROCARD TRIPLEX MONTHLY MAGNETIC FARE MEDIA DIMENSIONS 2.125 INCHES X 3.375 INCHES X 10 MIL. THICKNESS HOLOGRAM,,,NJ,5705,Commodities/Supplies,,0,5705,357682.5,OPEN,06/12/2012,09/11/2013,,433125,Yes,75442.5,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,433125,Yes,Foreign,MAGNADATA USA INC.,No
1,,08755,0,TOMS RIVER,15 PINE FORK DRIVE,09/26/2013,6.00E+23 METROCARD TRIPLEX MONTHLY MAGNETIC FARE MEDIA DIMENSIONS 2.125 INCHES X 3.375 INCHES X 10 MIL. THICKNESS HOLOGRAM,,,NJ,5706,Commodities/Supplies,,0,5706,0,OPEN,09/26/2013,09/25/2014,,,Yes,295312.5,Authority Contract - Competitive Bid,,Stock/QPL All vnd/Mnf/Aut,USA,No,295312.5,Yes,Foreign,MAGNADATA USA INC.,No
1,,08755,0,TOMS RIVER,15 PINE FORK DRIVE,09/26/2013,6.00E+23 METROCARD TRIPLEX ROUND TRIP MAGNETIC FARE MEDIA DIMENSIONS 2.125 INCHES X 3.375 INCHES X 10 MIL THICKNESS,,,NJ,5707,Commodities/Supplies,,0,5707,0,OPEN,09/26/2013,09/25/2014,,,Yes,118125,Authority Contract - Competitive Bid,,Stock/QPL All vnd/Mnf/Aut,USA,No,118125,Yes,Foreign,MAGNADATA USA INC.,No
,,08755,20790,TOMS RIVER,15 PINE FORK DRIVE,06/12/2012,6.00E+23 METROCARD TRIPLEX ROUND TRIP MAGNETIC FARE MEDIA DIMENSIONS 2.125 INCHES X 3.375 INCHES X 10 MIL THICKNESS,,,NJ,5708,Commodities/Supplies,,0,5708,33075,OPEN,06/12/2012,09/11/2013,,110250,Yes,77175,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,110250,Yes,Foreign,MAGNADATA USA INC.,No
,,08755,18900,TOMS RIVER,15 PINE FORK DRIVE,06/12/2012,6.00E+23 METROCARD TRIPLEX MAGNETIC FARE MEDIA DIMENSIONS 2.125AX 3.375X 10 MIL. THICKNESS,,,NJ,5709,Commodities/Supplies,,0,5709,61425,OPEN,06/12/2012,09/11/2013,,77175,Yes,15750,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,77175,Yes,Foreign,MAGNADATA USA INC.,No
1,,08755,0,TOMS RIVER,15 PINE FORK DRIVE,09/26/2013,6.00E+23 METROCARD TRIPLEX MAGNETIC FARE MEDIA DIMENSIONS 2.125AX 3.375X 10 MIL. THICKNESS,,,NJ,5710,Commodities/Supplies,,0,5710,0,OPEN,09/26/2013,09/25/2014,,,Yes,66150,Authority Contract - Competitive Bid,,Stock/QPL All vnd/Mnf/Aut,USA,No,66150,Yes,Foreign,MAGNADATA USA INC.,No
,,08755,0,TOMS RIVER,15 PINE FORK DRIVE,09/28/2012,Magnadata plate changes for generic MetroCards.,,6030062068,NJ,5711,Other Professional Services,,0,5711,5000,OPEN,09/28/2012,09/27/2014,,15000,,10000,Authority Contract - Non-Competitive Bid,,,USA,No,15000,Yes,Foreign,MAGNADATA USA INC.,No
2,,75247,81471.6,DALLAS,8719 DIPLOMACY ROW,07/19/2013,6.00E+23 METROCARD MAGNETIC TRANSFERS USED ON NYC BUSES AFC SYSTEM. THE TRANSFER MATERIAL SHALL BE PAPER OR CARD STOCK WITH A BASE COLOR OF WHITE. THE FRONT S,,,TX,5712,Commodities/Supplies,,0,5712,81471.6,OPEN,07/19/2013,09/18/2015,,,Yes,559616.4,Authority Contract - Competitive Bid,,Stock/QPL All vnd/Mnf/Aut,USA,No,641088,Yes,Foreign,MAGNETIC TICKETLABEL CORP.,No
2,,10541,23277.48,MAHOPAC,TITAN DISTRIBUTORS WORLDWIDE,01/31/2013,ACTIVATOR PAINT FOR IMRON PAINTS SUPPLIED IN ONE QUART CANS MUST BE ADDED TO ALL SAFETY APPROVED IMR,912 ROUTE 6,1000023158,NY,5713,Commodities/Supplies,,1,5713,23277.48,COMPLETED,01/31/2013,02/13/2013,,24364.68,,1087.2,Authority Contract - Non-Competitive Bid,,,USA,Yes,24364.68,Yes,NYS,MAHOPAC AUTO PAINT AND BODY SUPPLY INC,Yes
,,10541,21384,MAHOPAC,TITAN DISTRIBUTORS WORLDWIDE 912 ROUT,10/23/2012,6.00E+23 FRAME PAINT ROLLER 75-WIRE CAGE TYPE CAGE IS 7LONG X NOMINALLY 1-1/2IN DIAMETER TOTAL LENGTH OF FRAME IS 13 TO 13-1/2HANDLE IS BENT AT A NOMINAL 11,,,NY,5714,Commodities/Supplies,,4,5714,21384,OPEN,10/23/2012,01/23/2015,,49896,Yes,28512,Authority Contract - Non-Competitive Bid,,Discretionary Procurement,USA,No,49896,Yes,NYS,MAHOPAC AUTO PAINT AND BODY SUPPLY INC.,Yes
,,12590,0,WAPPINGERS FALLS,787 OLD ROUTE 9 NORTH,,6.00E+23 TS15i 1R400 Imaging/Reflector Less Robotic.,,,NY,5715,Other,,,5715,,OPEN,,,,,,,Purchased Under State Contract,,,USA,No,,,,MAINE TECHNICAL SOURCE,
,,12590,0,WAPPINGERS FALLS,787 OLD ROUTE 9 NORTH,12/21/2011,6.00E+23 TS15I 1 R400 IMAGING/REFLECTOR LESS/ROBOTICACCESSORIES,,,NY,5716,Technology - Hardware,,0,5716,44513.56,OPEN,12/21/2011,12/21/2014,,44514,No,0,Authority Contract - Non-Competitive Bid,,,USA,No,44514,Yes,NYS,MAINE TECHNICAL SOURCE,No
3,,07057,86551.7,WALLINGTON,39 PATERSON AVENUE,12/21/2006,Computer Related Maintenance S,BUILDING B,CPOG8713,NJ,5717,Other Professional Services,01/01/2007,0,5717,225157.69,OPEN,12/21/2006,01/01/2007,,,No,356984.08,Authority Contract - Competitive Bid,,,USA,No,582141.77,Yes,Foreign,MAINTECH,No
,,11101,0,LONG ISLAND CITY,43-40 NORTHERN BLVD.,,CHEVROLET OEM PARTS FOR MTA BUS NON- REVENUE VEHICLES,,CR080084,NY,5718,Commodities/Supplies,,,5718,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,NYS,MAJOR CHEVROLET INC.,
,,11101,0,LONG ISLAND CITY,43-40 NORTHERN BLVD.,,CHEVROLET OEM PARTS FOR MTA POLICE,,CR080085,NY,5719,Commodities/Supplies,,,5719,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,NYS,MAJOR CHEVROLET INC.,
3,,11101,370342,LONG ISLAND CITY,43-40 NORTHERN BOULEVARD,01/11/2013,6.00E+23 2500 series Chevy Express passenger van,,,NY,5720,Commodities/Supplies,,0,5720,370342,OPEN,01/11/2013,05/13/2013,,,No,0,Authority Contract - Competitive Bid,,,USA,No,370342,Yes,NYS,MAJOR CHEVROLET INC.,Yes
2,,11101,0,LONG ISLAND CITY,43-40 NORTHERN BOULEVARD,10/31/2013,6.00E+23 2014 OR LATER TWELVE PASSENGER CHEVEROLET EXPRESS VAN,,,NY,5721,Commodities/Supplies,,0,5721,0,OPEN,10/31/2013,02/28/2014,,,No,112356,Authority Contract - Competitive Bid,,,USA,No,112356,Yes,NYS,MAJOR CHEVROLET INC.,Yes
2,,11101,109280,LONG ISLAND CITY,43-40 NORTHERN BOULEVARD,11/21/2012,6.00E+23 Model year 2013 TWELVE 12 PASSENGER CHEVEROLET EXPRESS VAN 2500CG,,,NY,5722,Commodities/Supplies,,0,5722,109280,OPEN,11/21/2012,02/19/2013,,,No,0,Authority Contract - Competitive Bid,,,USA,No,109280,Yes,NYS,MAJOR CHEVROLET INC.,Yes
2,,11101,0,LONG ISLAND CITY,43-40 NORTHERN BOULEVARD,11/12/2013,6.00E+23 2014 Chevrolet Express Passenger Van,,,NY,5723,Commodities/Supplies,,0,5723,0,OPEN,11/12/2013,03/12/2014,,,No,56178,Authority Contract - Competitive Bid,,,USA,No,56178,Yes,NYS,MAJOR CHEVROLET INC.,Yes
2,,11101,0,LONG ISLAND CITY,43-40 NORTHERN BOULEVARD,09/06/2013,6.00E+23 2014 Chevrolet Express 12 Passenger Van,,,NY,5724,Commodities/Supplies,,0,5724,0,OPEN,09/06/2013,01/06/2014,,,No,27908.72,Authority Contract - Competitive Bid,,,USA,No,27908.72,Yes,NYS,MAJOR CHEVROLET INC.,Yes
,,11802,0,HICKSVILLE,1 HENRIETTA STREET,,Tractor/ Pusher,,PRB131467,NY,5725,Commodities/Supplies,,,5725,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,0295,,USA,No,,,NYS,MALVESE EQUIPMENT CO. INC.,
1,,11802,0,HICKSVILLE,1 HENRIETTA STREET,07/18/2013,Towing Tractor Pusher,,PRB131467,NY,5726,Commodities/Supplies,,0,5726,0,OPEN,07/18/2013,09/30/2013,,,No,53846,Authority Contract - Competitive Bid,0295,,USA,No,53846,Yes,NYS,MALVESE EQUIPMENT CO. INC.,No
1,,11802,0,HICKSVILLE,1 HENRIETTA STREET,08/07/2013,6.00E+23 Towing Tractor Pusher as per New York City Transit Department of Buses Equipment Specification Towing Tractor Pusher Number TTP-1 dated 5/1/2006,,,NY,5727,Commodities/Supplies,,0,5727,0,OPEN,08/07/2013,10/30/2013,,,No,53846,Authority Contract - Competitive Bid,0295,,USA,No,53846,Yes,NYS,MALVESE EQUIPMENT CO. INC.,Yes
7,,11802,12741.83,HICKSVILLE,1 HENRIETTA STREET,07/02/2012,4.00E+23 3 YR BLANKET ORDER FOR NEW HOLLAND EQUIPMENT PARTS AND REPAIRS.,,,NY,5728,Commodities/Supplies,07/01/2015,0,5728,14020.34,OPEN,07/02/2012,07/01/2015,,,No,37179.66,Authority Contract - Competitive Bid,0295,,USA,No,51200,Yes,NYS,MALVESE EQUIPMENT CO. INC.,No
2,,11802,37098,HICKSVILLE,1 HENRIETTA STREET,07/05/2013,6.00E+23 Cushman Personnel Carrier 48 Volt Model No TITAN 4 Passenger.,,,NY,5729,Commodities/Supplies,,0,5729,37098,OPEN,07/05/2013,01/15/2014,,,No,0,Authority Contract - Competitive Bid,0295,,USA,No,37098,Yes,NYS,MALVESE EQUIPMENT CO. INC.,Yes
,,06002,17400,BLOOMFIELD,SUITE A 109 W. DUDLEY TOWN RD,,Multi-PO Under 15K to Same Vendor Goods Provided by Select Vendor,,,CT,5730,Commodities/Supplies,,,5730,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,MANAGED AIR SYSTEMS LLC,
1,,02467,389,CHESTNUT HILL,PO BOX 67291,12/19/2011,Mentoring Services for Metro-North managers,,1000011427,MA,5731,Consulting Services,,0,5731,19589,OPEN,12/19/2011,07/05/2012,,,,115411,Authority Contract - Competitive Bid,,,USA,No,135000,Yes,Foreign,MANAGEMENT MENTORS INC,No
1,,10036,175766.08,NEW YORK,7 TIMES SQUARE,12/22/2011,Legal Services,,8000000310,NY,5732,Legal Services,,0,5732,344845.43,OPEN,12/22/2011,,,,,125690.18,Authority Contract - Competitive Bid,,,USA,No,470535.61,No,NYS,MANATT PHELPS and PHILLIPS LLP,No
1,,06851,11769.94,NORWALK,83 EAST AVE 115,11/01/2010,MANGO EQUIPMENT MAINTENANCECONSULTING SERVICE,,C910107-0100,CT,5733,Technology - Consulting/Development or Sup,,0,5733,41322.57,OPEN,10/01/2010,10/30/2015,,88466.15,Yes,47143.58,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,88466.15,Yes,Foreign,MANGO DSP INC.,No
,,10454,146398.64,BRONX,400 WALNUT AVENUE,,BEER CORONA 12 OZ BOTTLE24 BOTTLES PER CASEUNIT PRICE TO INCLUDE APPLICABLE TAXES AND DELIVERYTO,,1000022049,NY,5734,Commodities/Supplies,,,5734,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,NYS,MANHATTAN BEER DISTRIBUTOR LLC,
0,,10454,5785.5,BRONX,400 WALNUT AVENUE,07/01/2008,MOLSON GOLDEN BEER 12 OZ BOTTLES 24 PER CASE,,C000052354,NY,5735,Commodities/Supplies,,0,5735,438188.7,OPEN,07/08/2008,06/30/2011,,,,59871.3,Authority Contract - Competitive Bid,,,USA,No,498060,Yes,NYS,MANHATTAN BEER DISTRIBUTOR LLC,No
1,,10454,6930.75,BRONX,400 WALNUT AVENUE,10/01/2013,4.00E+23 One yr./Coors Light Beer,,,NY,5736,Commodities/Supplies,09/30/2013,0,5736,6930.75,OPEN,09/30/2013,09/30/2014,,55000,No,48069.25,Authority Contract - Non-Competitive Bid,,,USA,No,55000,Yes,NYS,MANHATTAN BEER DISTRIBUTOR LLC,No
1,,10454,17945.55,BRONX,400 WALNUT AVENUE,01/01/2013,4.00E+23 1 Yr/Coors Light Beer,,,NY,5737,Commodities/Supplies,,0,5737,17945.55,OPEN,01/11/2013,12/31/2013,,18000,No,54.45,Authority Contract - Non-Competitive Bid,,,USA,No,18000,Yes,NYS,MANHATTAN BEER DISTRIBUTOR LLC,No
10,,10018,35428.44,NEW YORK,48 WEST 37TH STREET,05/01/2013,AS NEEDED CONSTRUCTION,9TH FLOOR,12248-0200,NY,5738,Design and Construction/Maintenance,,10,5738,35428.44,OPEN,05/01/2013,04/30/2016,,,No,785019.56,Authority Contract - Competitive Bid,,,USA,No,820448,Yes,NYS,MANHATTAN BUSINESS INTERIORS DBA MBI GRO,No
2,,10019,475240,NEW YORK,787 11TH AVE.,04/24/2013,6.00E+23 Ford Transit Connect 2012 or later,,,NY,5739,Commodities/Supplies,,0,5739,475240,OPEN,04/24/2013,05/29/2013,,,No,118810,Authority Contract - Competitive Bid,,,USA,No,594050,Yes,NYS,MANHATTAN FORD LINCOLN MERCURY INC.,Yes
2,,10017,32800,NEW YORK,235 EAST 45TH STREET,01/05/2012,6.00E+23 DETECTOR SMOKE INTELLIGENT PHOTOELECTRIC,,,NY,5740,Commodities/Supplies,,1,5740,47150,OPEN,01/05/2012,04/04/2014,,,No,2050,Authority Contract - Competitive Bid,,,USA,No,49200,Yes,NYS,MANHATTAN INFORMATION SYSTEMS,Yes
13,,12527,5626.59,GLENHAM,NORTH RT 52 PO BOX 647,03/22/2012,Collision Repair Services,,11044-0500,NY,5741,Other,,0,5741,6001.59,OPEN,03/15/2012,03/21/2015,,,No,13998.41,Authority Contract - Competitive Bid,,,USA,No,20000,Yes,NYS,MANNS PAINTBODY SHOP,No
8,,10509,1041,BREWSTER,167-B MAIN STREET,05/31/2013,GUARANTEED RIDE HOME PROGRAM GRHP FOR THE BREWSTER STATION,,1000026537,NY,5742,Other,,0,5742,1041,OPEN,05/23/2013,05/31/2018,,,,58959,Authority Contract - Competitive Bid,,,USA,No,60000,Yes,NYS,MANNYS TAXI,Yes
8,,10509,386,BREWSTER,167-B MAIN STREET,05/31/2013,GUARANTEED RIDE HOME PROGRAM GRHP FOR THE SOUTHEAST STATION,,1000026538,NY,5743,Other,,0,5743,386,OPEN,05/23/2013,05/31/2018,,,,39614,Authority Contract - Competitive Bid,,,USA,No,40000,Yes,NYS,MANNYS TAXI,Yes
1,,08818,0,EDISON,191 TALMADGE ROAD,05/30/2013,LED Panels,,OP1489,NJ,5744,Commodities/Supplies,,0,5744,0,OPEN,05/30/2013,07/01/2013,,,No,21288,Authority Contract - Competitive Bid,,,USA,No,21288,Yes,Foreign,MARBELITE CO. INC.,No
10,,11228,0,BROOKLYN,826 72ND STREET,08/06/2013,HSF Roof Replacement,,6108,NY,5745,Design and Construction/Maintenance,,0,5745,0,OPEN,08/06/2013,07/06/2014,,,No,1935800,Authority Contract - Competitive Bid,,,USA,No,1935800,Yes,NYS,MARFI CONTRACTING CORPORATION,No
,,10012,0,NEW YORK,65 BLEEKER STREET,12/31/1992,ENGINEERING DESIGN SERVICES,,A86842,NY,5746,Design and Construction/Maintenance,,0,5746,1033208.77,OPEN,12/31/1992,,,,Yes,54379.42,Authority Contract - Competitive Bid,,Legislation Require NYSCR,USA,No,1087588.19,No,NYS,MARIANO D. MOLINA P.C.,No
,,10012,0,NEW YORK,65 BLEEKER STREET,06/03/1994,ENGINEERING DESIGN SERVICES,,A86842-S1,NY,5747,Design and Construction/Maintenance,,0,5747,462750.48,OPEN,06/03/1994,,,,No,24355.29,Authority Contract - Competitive Bid,,,USA,No,487105.77,No,NYS,MARIANO D. MOLINA P.C.,No
3,,11590,0,WESTBURY,1200 SHAMES DRIVE STE C,09/01/2010,PORTABLE GENERATOR MAINT.REPAIR,,C910093-0100,NY,5748,Design and Construction/Maintenance,,0,5748,0,OPEN,02/01/2010,01/31/2013,,,No,23655,Authority Contract - Competitive Bid,,,USA,No,23655,Yes,NYS,MARINE TEMPERATURE SYSTEMS INC,No
1,,H4R1K8,75600,MONTREAL,2011 LUCIEN THIMENS,06/18/2013,6.00E+23 ANALOG 1/0,,,,5749,Commodities/Supplies,,0,5749,75600,OPEN,06/18/2013,07/05/2013,QUEBEC,,No,22400,Authority Contract - Competitive Bid,,,Other,No,98000,Yes,Foreign,MARK DAVID CANADA INC,No
