number_of_bids_or_proposals_received_prior_to_award_of_contract,explain_why_the_fair_market_value_is_less_than_the_contract_amount,postal_code,amount_expended_for_fiscal_year,city,address_line1,begin_date,procurement_description,address_line2,transaction_number,state,vendor_number,type_of_procurement,renewal_date,number_of_bids_and_proposal_received_from_mwbe_firms,page_number,amount_expended_for_life_to_date,status,award_date,end_date,province_region,fair_market_value,exemption_from_the_publication_requirements_of_article_4c_of_the_economic-development_law?,current_or_outstanding_balance,award_process,plus_4,"if_yes,_basis_for_exemption",country,is_the_vendor_a_minority_or_woman-owned_business_enterprise?,amount,does_the_contract_have_an_end_date,is_the_vendor_a_nys_or_foreign_business_enterprise?,vendor_name,were_mwbe_firms_solicited_as_part_of_this_procurement_proces
24,,47302,5445,MUNCIE,3720 SOUTH MADISON STREET,01/20/2010,C600915146 SLACK ADJUSTER RIGHT HAND REAR (10,,,IN,7426,Commodities/Supplies,,0,7426,18603.75,OPEN,10/22/2009,01/20/2012,,,No,46736.25,Authority Contract - Competitive Bid,,,USA,No,65340,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
7,,47302,16626.56,MUNCIE,3720 SOUTH MADISON STREET,04/16/2012,RADIUS ROD ASSEMBLY REAR CURBSIDE,,0600000000000000000002671,IN,7427,Commodities/Supplies,,0,7427,16626.56,OPEN,04/16/2012,07/15/2014,,,No,48320.94,Authority Contract - Competitive Bid,,,USA,No,64947.5,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
2,,47302,5391.63,MUNCIE,3720 SOUTH MADISON STREET,08/10/2012,"PRB121286 81-75-0004 Rensioner Belt, Caterpillar C13 Engine",,,IN,7428,Commodities/Supplies,,0,7428,5391.63,OPEN,07/10/2012,10/09/2014,,,No,59507.62,Authority Contract - Competitive Bid,,,USA,No,64899.25,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
5,,47302,15604.5,MUNCIE,3720 SOUTH MADISON STREET,08/07/2012,"PRB111087 91-73-0061 BLADE, WINDSHIELD WIPER. DOGA",,,IN,7429,Commodities/Supplies,,0,7429,15604.5,OPEN,05/07/2012,08/06/2014,,,No,48025.5,Authority Contract - Competitive Bid,,,USA,No,63630,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
5,,47302,37926,MUNCIE,3720 SOUTH MADISON STREET,05/13/2010,C600935775 MODULE REAR BUMPER CORNER CURBSIDE,,,IN,7430,Commodities/Supplies,,0,7430,61187.28,OPEN,05/13/2010,08/13/2012,,,No,337.12,Authority Contract - Competitive Bid,,,USA,No,61524.4,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
1,,47302,10238.4,MUNCIE,3720 SOUTH MADISON STREET,09/09/2011,FILLER NECK ASSEMBLY FUEL TANK,,0600000000000000000001132,IN,7431,Commodities/Supplies,,0,7431,16381.44,OPEN,09/09/2011,12/06/2013,,,No,45048.96,Authority Contract - Competitive Bid,,,USA,No,61430.4,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
4,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,01/02/2012,"PRB121341B 91-19-0484 WINDOW, LOWER AND U",,,IN,7432,Commodities/Supplies,,0,7432,0,OPEN,10/02/2012,01/01/2015,,,No,60095,Authority Contract - Competitive Bid,,,USA,No,60095,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
8,,47302,18520.15,MUNCIE,3720 SOUTH MADISON STREET,03/26/2012,BELT A/C COMPRESSOR HYBRID,,0600000000000000000002479,IN,7433,Commodities/Supplies,,0,7433,18520.15,OPEN,03/26/2012,06/25/2014,,,No,41275.85,Authority Contract - Competitive Bid,,,USA,No,59796,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
10,,47302,9768,MUNCIE,3720 SOUTH MADISON STREET,06/14/2010,C600930078 K. BELT A/C COMPRESSOR POLY RIB.,,,IN,7434,Commodities/Supplies,,0,7434,29548.2,OPEN,03/16/2010,06/15/2012,,,No,29059.8,Authority Contract - Competitive Bid,,,USA,No,58608,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
4,,47302,30198.96,MUNCIE,3720 SOUTH MADISON STREET,11/15/2010,C600946054 FILLER ASSEMBLY PRESSURE FILL,,,IN,7435,Commodities/Supplies,,0,7435,53578.8,OPEN,08/31/2010,11/30/2012,,,No,4870.8,Authority Contract - Competitive Bid,,,USA,No,58449.6,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
4,,47302,28189.02,MUNCIE,3720 SOUTH MADISON STREET,07/13/2011,WIPER MTR. AND BRACKET ASSEMBLY CURB,,0600000000000000000000824,IN,7436,Commodities/Supplies,,0,7436,42522.42,OPEN,07/13/2011,10/11/2013,,,No,14811.18,Authority Contract - Competitive Bid,,,USA,No,57333.6,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
4,,47302,35353.5,MUNCIE,3720 SOUTH MADISON STREET,07/12/2011,WIPER MTR. AND BRACKET ASSEMBLY STREET,,0600000000000000000000822,IN,7437,Commodities/Supplies,,0,7437,43602.65,OPEN,07/12/2011,10/11/2013,,,No,12962.95,Authority Contract - Competitive Bid,,,USA,No,56565.6,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
6,,47302,5818.4,MUNCIE,3720 SOUTH MADISON STREET,04/23/2012,"J111044 76-19-8500 AIR BAG ASSEMBLY, REAR",,,IN,7438,Commodities/Supplies,,0,7438,5818.4,OPEN,01/23/2012,04/22/2014,,,No,50287.6,Authority Contract - Competitive Bid,,,USA,No,56106,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
3,,47302,29257.76,MUNCIE,3720 SOUTH MADISON STREET,08/19/2011,PRB100819 88-75-0059 BELT ALTERNATOR,,,IN,7439,Commodities/Supplies,,0,7439,33520.48,OPEN,07/19/2011,12/31/2012,,,No,21701.12,Authority Contract - Competitive Bid,,,USA,No,55221.6,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
8,,47302,19525,MUNCIE,3720 SOUTH MADISON STREET,06/10/2011,SLACK ADJUSTER LH/RH TRAILING AXLE,,0600000000000000000000478,IN,7440,Commodities/Supplies,,0,7440,26163.5,OPEN,05/10/2011,08/09/2013,,,No,28506.5,Authority Contract - Competitive Bid,,,USA,No,54670,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
8,,47302,13508.25,MUNCIE,3720 SOUTH MADISON STREET,08/05/2011,SLACK ADJUSTER REAR LH/RH,,0600000000000000000000463,IN,7441,Commodities/Supplies,,0,7441,20069.4,OPEN,08/05/2011,08/05/2013,,,No,33963.6,Authority Contract - Competitive Bid,,,USA,No,54033,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
17,,47302,13079.5,MUNCIE,3720 SOUTH MADISON STREET,01/07/2010,C600913621 SLACK ADJUSTER KIT REAR,,,IN,7442,Commodities/Supplies,,0,7442,50075.8,OPEN,10/09/2009,01/09/2012,,,No,3737,Authority Contract - Competitive Bid,,,USA,No,53812.8,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
4,,47302,9118.29,MUNCIE,3720 SOUTH MADISON STREET,07/23/2012,"PRB121158R 83-73-0001    FILTER, DEFROSTER,",,,IN,7443,Commodities/Supplies,,0,7443,9118.29,OPEN,05/07/2012,08/06/2014,,,No,44176.71,Authority Contract - Competitive Bid,,,USA,No,53295,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
5,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,08/29/2012,"PRB121256 88-11-1182 MOTOR, 4 WIRE BLOWE",,,IN,7444,Commodities/Supplies,,0,7444,0,OPEN,05/29/2012,08/28/2014,,,No,51817.8,Authority Contract - Competitive Bid,,,USA,No,51817.8,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
5,,47302,9969.4,MUNCIE,3720 SOUTH MADISON STREET,05/07/2012,BALLAST EXTINGUISHABLE INTERIOR LIGHTS,,0600000000000000000002830,IN,7445,Commodities/Supplies,,0,7445,9969.4,OPEN,05/07/2012,08/06/2014,,,No,41301.8,Authority Contract - Competitive Bid,,,USA,No,51271.2,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
4,,47302,169.89,MUNCIE,3720 SOUTH MADISON STREET,02/05/2012,"PRB121350A 88-79-0189 Pendant, W/Coiled Cord",,,IN,7446,Commodities/Supplies,,1,7446,169.89,OPEN,11/05/2012,02/04/2015,,,No,50797.11,Authority Contract - Competitive Bid,,,USA,No,50967,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,02/04/2010,"C2PRB090338 88-00-0395 CONTROLLER, FRT. EL",,,IN,7447,Commodities/Supplies,,,7447,32995,OPEN,02/04/2010,05/03/2012,,,No,16497.5,Authority Contract - Competitive Bid,,,USA,No,49492.5,Yes,Foreign,MUNCIE TRANSIT SUPPLY,No
2,,47302,1649.58,MUNCIE,3720 SOUTH MADISON STREET,10/16/2012,"PRB121356B 78-75-0014 MODULE, CATALYST, C",,,IN,7448,Commodities/Supplies,,0,7448,1649.58,OPEN,09/10/2012,12/11/2014,,,No,47837.82,Authority Contract - Competitive Bid,,,USA,No,49487.4,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
7,,47302,13455.38,MUNCIE,3720 SOUTH MADISON STREET,04/10/2012,RADIUS ROD ASSEMBLY REAR STREET SIDE,,0600000000000000000002628,IN,7449,Commodities/Supplies,,0,7449,13455.38,OPEN,04/10/2012,07/09/2014,,,No,35771.62,Authority Contract - Competitive Bid,,,USA,No,49227,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
3,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,09/05/2012,FILLER NECK FUEL DRY PRESSURE FILL,,0600000000000000000003526,IN,7450,Commodities/Supplies,,0,7450,0,OPEN,09/05/2012,12/04/2014,,,No,48610.2,Authority Contract - Competitive Bid,,,USA,No,48610.2,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
6,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,04/12/2012,MOTOR CONDENSER 1/2 HP FOR CARRIER A/C WITH INTERNAL CONTROL MODULE,,0600000000000000000002645,IN,7451,Commodities/Supplies,,0,7451,0,OPEN,04/12/2012,07/11/2013,,,No,48496,Authority Contract - Competitive Bid,,,USA,No,48496,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
2,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,10/10/2012,"PRB121356C 81-75-0135 Fastener, Engine Oil Pan Bolt",,,IN,7452,Commodities/Supplies,,0,7452,0,OPEN,09/10/2012,12/11/2014,,,No,47900,Authority Contract - Competitive Bid,,,USA,No,47900,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
3,,47302,5380.02,MUNCIE,3720 SOUTH MADISON STREET,05/21/2012,"J111145 88-27-0460 - SENSOR, EXHAUST B",,,IN,7453,Commodities/Supplies,,0,7453,5380.02,OPEN,03/13/2012,06/12/2014,,,No,42442.38,Authority Contract - Competitive Bid,,,USA,No,47822.4,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
3,,47302,5099.4,MUNCIE,3720 SOUTH MADISON STREET,04/17/2012,VALVE ASSEMBLY CHECK RECIRCULATION 30 PSI,,0600000000000000000001892,IN,7454,Commodities/Supplies,,0,7454,5099.4,OPEN,01/17/2012,04/16/2014,,,No,42495,Authority Contract - Competitive Bid,,,USA,No,47594.4,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
7,,47302,15211,MUNCIE,3720 SOUTH MADISON STREET,01/30/2012,VALVE ASSEMBLY FAST IDLE,,0600000000000000000001975,IN,7455,Commodities/Supplies,,0,7455,15211,OPEN,01/30/2012,04/29/2014,,,No,30709,Authority Contract - Competitive Bid,,,USA,No,45920,Yes,Foreign,MUNCIE TRANSIT SUPPLY,No
5,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,04/15/2010,C600929660 CONTROLLER MOTOR,,,IN,7456,Commodities/Supplies,,0,7456,12659.4,OPEN,03/11/2010,06/11/2012,,,No,33055.1,Authority Contract - Competitive Bid,,,USA,No,45714.5,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
6,,47302,23222.4,MUNCIE,3720 SOUTH MADISON STREET,10/12/2010,C600950650 MODULE FRONT BUMPER ROADSIDE,,,IN,7457,Commodities/Supplies,,0,7457,41913.6,OPEN,10/12/2010,01/11/2013,,,No,3398.4,Authority Contract - Competitive Bid,,,USA,No,45312,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
8,,47302,15354.24,MUNCIE,3720 SOUTH MADISON STREET,03/08/2010,C2PRB090306 76-75-0001 - AIR BELLOW ASM FR,,,IN,7458,Commodities/Supplies,,,7458,36466.32,OPEN,03/08/2010,06/07/2012,,,No,8796.7,Authority Contract - Competitive Bid,,,USA,No,45263.02,Yes,Foreign,MUNCIE TRANSIT SUPPLY,No
16,,47302,4694.5,MUNCIE,3720 SOUTH MADISON STREET,12/21/2009,C600921173 LINK ASSEMBLY R/H CURB SIDE,,,IN,7459,Commodities/Supplies,,0,7459,28167,OPEN,12/21/2009,03/21/2012,,,No,16900.2,Authority Contract - Competitive Bid,,,USA,No,45067.2,Yes,Foreign,MUNCIE TRANSIT SUPPLY,No
6,,47302,8826.24,MUNCIE,3720 SOUTH MADISON STREET,03/28/2012,CONTROLLER MODULE WHEELCHAIR RICON F9A BARN DOOR SYSTEM,,0600000000000000000001800,IN,7460,Commodities/Supplies,,0,7460,8826.24,OPEN,12/29/2011,03/29/2014,,,No,35304.96,Authority Contract - Competitive Bid,,,USA,No,44131.2,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
5,,47302,27233.81,MUNCIE,3720 SOUTH MADISON STREET,05/23/2011,VALVE KIT CONSEP CONDENSER/SEPARATOR UPPER SERVICE,,0600000000000000000000540,IN,7461,Commodities/Supplies,,0,7461,28532.4,OPEN,05/23/2011,08/22/2013,,,No,15363.6,Authority Contract - Competitive Bid,,,USA,No,43896,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
8,,47302,6694,MUNCIE,3720 SOUTH MADISON STREET,07/10/2012,"J121173 88-27-0237   DETECTOR, FIRE LIN",,,IN,7462,Commodities/Supplies,,0,7462,6694,OPEN,05/10/2012,08/09/2014,,,No,36817,Authority Contract - Competitive Bid,,,USA,No,43511,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
6,,47302,14036,MUNCIE,3720 SOUTH MADISON STREET,10/10/2011,VALVE ASSEMBLY LEFT HAND HEIGHT CONTROL INDIVIDUALLY PACKAGED,,0600000000000000000001379,IN,7463,Commodities/Supplies,,0,7463,14036,OPEN,10/10/2011,01/09/2014,,,No,29029,Authority Contract - Competitive Bid,,,USA,No,43065,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
8,,47302,11391.9,MUNCIE,3720 SOUTH MADISON STREET,06/08/2010,C600929503 VALVE ASSEMBLY ELECTRIC,,,IN,7464,Commodities/Supplies,,0,7464,21336,OPEN,03/10/2010,06/08/2012,,,No,20574,Authority Contract - Competitive Bid,,,USA,No,41910,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
5,,47302,12424.2,MUNCIE,3720 SOUTH MADISON STREET,11/16/2009,C600914632 VALVE COMBINATION WHEELCHAIR,,,IN,7465,Commodities/Supplies,,0,7465,36237.25,OPEN,10/19/2009,01/19/2012,,,No,5176.75,Authority Contract - Competitive Bid,,,USA,No,41414,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
4,,47302,18260.9,MUNCIE,3720 SOUTH MADISON STREET,06/01/2011,AIR SPRING FRONT,,0600000000000000000000576,IN,7466,Commodities/Supplies,,0,7466,27803.25,OPEN,06/01/2011,08/31/2013,,,No,13386.75,Authority Contract - Competitive Bid,,,USA,No,41190,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
8,,47302,6665.75,MUNCIE,3720 SOUTH MADISON STREET,05/18/2012,REGULATOR CURRENT/VOLTAGE 24 VOLT,,0600000000000000000002901,IN,7467,Commodities/Supplies,,1,7467,6665.75,OPEN,05/18/2012,08/17/2013,,,No,34354.25,Authority Contract - Competitive Bid,,,USA,No,41020,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
2,,47302,40788,MUNCIE,3720 SOUTH MADISON STREET,10/04/2011,CONVERTER BOARD ASSEMBLY USED ON HVAC SYSTEM INVERTER,,0600000000000000000001317,IN,7468,Commodities/Supplies,,0,7468,40788,OPEN,10/04/2011,04/04/2012,,,No,0,Authority Contract - Competitive Bid,,,USA,No,40788,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
9,,47302,4214,MUNCIE,3720 SOUTH MADISON STREET,08/16/2012,"PRB121202 76-65-0012 - shock, rear drive",,,IN,7469,Commodities/Supplies,,1,7469,4214,OPEN,07/17/2012,10/16/2014,,,No,36421,Authority Contract - Competitive Bid,,,USA,No,40635,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
7,,47302,19183.2,MUNCIE,3720 SOUTH MADISON STREET,10/28/2011,SLACK ADJUSTER FRONT AXLE CURB & STREET SIDE,,0600000000000000000001486,IN,7470,Commodities/Supplies,,0,7470,19183.2,OPEN,10/28/2011,02/03/2014,,,No,20781.8,Authority Contract - Competitive Bid,,,USA,No,39965,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
7,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,09/26/2011,SEAT OPERATOR ORV99 MCI9899 NEW FLYER LFCNG 99 AIR SUSPENSION HIGH BACK ADJUSTABLE AIR LUMBA,,0600000000000000000001255,IN,7471,Commodities/Supplies,,0,7471,0,OPEN,09/26/2011,09/24/2013,,,No,39725,Authority Contract - Competitive Bid,,,USA,No,39725,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
4,,47302,34609.08,MUNCIE,3720 SOUTH MADISON STREET,10/28/2011,FILLER NECK FUEL DRY PRESSURE FILL,,0600000000000000000001479,IN,7472,Commodities/Supplies,,0,7472,37755.36,OPEN,10/28/2011,01/25/2013,,,No,1573.14,Authority Contract - Competitive Bid,,,USA,No,39328.5,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
,,47302,5291.75,MUNCIE,3720 SOUTH MADISON STREET,01/19/2010,"C2J090506 86-11-0002: CHAMBER, BRAKE, RE",,,IN,7473,Commodities/Supplies,,0,7473,36868.75,OPEN,01/19/2010,03/02/2012,,,No,2168.75,Authority Contract - Competitive Bid,,,USA,No,39037.5,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
8,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,05/07/2012,SLACK ADJUSTER KIT RIGHT HAND FRONT,,0600000000000000000002832,IN,7474,Commodities/Supplies,,0,7474,0,OPEN,05/07/2012,08/06/2014,,,No,38520,Authority Contract - Competitive Bid,,,USA,No,38520,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
8,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,05/07/2012,SLACK ADJUSTER KIT LEFT HAND FRONT,,0600000000000000000002795,IN,7475,Commodities/Supplies,,0,7475,0,OPEN,05/07/2012,08/06/2014,,,No,38520,Authority Contract - Competitive Bid,,,USA,No,38520,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
6,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,07/23/2012,AIR DRYER HALDEX TANDEM HD,,0600000000000000000003259,IN,7476,Commodities/Supplies,,0,7476,0,OPEN,07/23/2012,10/22/2014,,,No,37453.5,Authority Contract - Competitive Bid,,,USA,No,37453.5,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
1,,47302,2790,MUNCIE,3720 SOUTH MADISON STREET,05/19/2010,C600936279 VALVE ASSEMBLY LEFT HAND HEIGHT,,,IN,7477,Commodities/Supplies,,0,7477,27621,OPEN,05/18/2010,12/21/2011,,,No,9346.5,Authority Contract - Competitive Bid,,,USA,No,36967.5,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
6,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,03/05/2010,C600916254 SEAT OPERATOR ORV99 MCI9899 NEW,,,IN,7478,Commodities/Supplies,,0,7478,8604,OPEN,11/02/2009,02/02/2012,,,No,27246,Authority Contract - Competitive Bid,,,USA,No,35850,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
3,,47302,17882.73,MUNCIE,3720 SOUTH MADISON STREET,07/16/2010,C2PRB100648 81-75-0132 - ENGINE     OIL   PAN,,,IN,7479,Commodities/Supplies,,,7479,33432.93,OPEN,07/16/2010,10/15/2012,,,No,2332.53,Authority Contract - Competitive Bid,,,USA,No,35765.46,Yes,Foreign,MUNCIE TRANSIT SUPPLY,No
5,,47302,17340.18,MUNCIE,3720 SOUTH MADISON STREET,04/13/2012,"J111137 76-43-2803: LINK, FRONT, STABILIZER BAR",,,IN,7480,Commodities/Supplies,,0,7480,17340.18,OPEN,01/13/2012,04/12/2013,,,No,18324.02,Authority Contract - Competitive Bid,,,USA,No,35664.2,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
8,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,12/19/2011,CLUTCH ASSEMBLY,,0600000000000000000001736,IN,7481,Commodities/Supplies,,0,7481,0,OPEN,12/19/2011,03/18/2013,,,No,35301,Authority Contract - Competitive Bid,,,USA,No,35301,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
2,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,11/16/2012,"J121181 97-78-0908 FILTER, CATALYZED SOOT",,,IN,7482,Commodities/Supplies,,0,7482,0,OPEN,05/04/2012,11/15/2013,,,No,35279.34,Authority Contract - Competitive Bid,,,USA,No,35279.34,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
2,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,04/05/2012,FILTER CATALYZED SOOT,,0600000000000000000002582,IN,7483,Commodities/Supplies,,1,7483,0,OPEN,04/05/2012,07/03/2013,,,No,35279.34,Authority Contract - Competitive Bid,,,USA,No,35279.34,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
12,,47302,5859,MUNCIE,3720 SOUTH MADISON STREET,10/15/2009,C600914152 BUSHING REAR RADIUS ROD LOWER,,,IN,7484,Commodities/Supplies,,0,7484,34861.05,OPEN,10/14/2009,01/13/2012,,,No,292.95,Authority Contract - Competitive Bid,,,USA,No,35154,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
6,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,02/16/2010,C600912946 SEAT OPERATOR NEW FLYER ARTIC,,,IN,7485,Commodities/Supplies,,0,7485,8730,OPEN,10/02/2009,01/02/2012,,,No,26190,Authority Contract - Competitive Bid,,,USA,No,34920,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
8,,47302,24462,MUNCIE,3720 SOUTH MADISON STREET,07/06/2011,VALVE ASSEMBLY REAR HEIGHT CONTROL FOR GMC RTS BUSES,,0600000000000000000000796,IN,7486,Commodities/Supplies,,0,7486,24462,OPEN,07/06/2011,10/05/2012,,,No,9513,Authority Contract - Competitive Bid,,,USA,No,33975,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
8,,47302,12494.71,MUNCIE,3720 SOUTH MADISON STREET,02/24/2012,BEAM AIR REPLACEMENT FOR NOVA BUS 1/4 THICK CORTEN STEEL 45 LONG X 6 WIDE X 6-11/16 HIGH,,0600000000000000000002176,IN,7487,Commodities/Supplies,,0,7487,12494.71,OPEN,02/24/2012,05/23/2013,,,No,21214.04,Authority Contract - Competitive Bid,,,USA,No,33708.75,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
2,,47302,3784.5,MUNCIE,3720 SOUTH MADISON STREET,12/20/2011,PROCESSOR DIGITAL SIGNAL CLEAR SPEECH SPEAKEASY,,0600000000000000000001742,IN,7488,Commodities/Supplies,,0,7488,3784.5,OPEN,12/20/2011,03/19/2014,,,No,29855.5,Authority Contract - Competitive Bid,,,USA,No,33640,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
1,,47302,4916.25,MUNCIE,3720 SOUTH MADISON STREET,05/19/2010,C600936275 FILTER TRACTION MOTOR OIL,,,IN,7489,Commodities/Supplies,,0,7489,24840,OPEN,05/18/2010,02/03/2012,,,No,8366.25,Authority Contract - Competitive Bid,,,USA,No,33206.25,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
4,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,07/13/2012,LAMP ASSEMBLY LED BACK-UP SIDE MARKER AND EXIT DOOR LIGHT IS COATED INCLUDES GROMMET HARNESS LOOM AND WEATHERPACK CONNECTOR,,0600000000000000000003203,IN,7490,Commodities/Supplies,,0,7490,0,OPEN,07/13/2012,10/12/2014,,,No,32081.5,Authority Contract - Competitive Bid,,,USA,No,32081.5,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
9,,47302,13230,MUNCIE,3720 SOUTH MADISON STREET,09/21/2011,CAMSHAFT LH,,0600000000000000000001210,IN,7491,Commodities/Supplies,,0,7491,13230,OPEN,09/21/2011,12/20/2013,,,No,18270,Authority Contract - Competitive Bid,,,USA,No,31500,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
7,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,02/21/2012,ROD RADIUS UPPER AXLE CARRIER TO BULKHEAD,,0600000000000000000002126,IN,7492,Commodities/Supplies,,0,7492,0,OPEN,02/21/2012,05/21/2014,,,No,31336.2,Authority Contract - Competitive Bid,,,USA,No,31336.2,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
6,,47302,18408.6,MUNCIE,3720 SOUTH MADISON STREET,10/04/2011,LIGHT 18 INCH LED STRIPLIGHT,,0600000000000000000001318,IN,7493,Commodities/Supplies,,0,7493,18408.6,OPEN,10/04/2011,01/03/2014,,,No,12272.4,Authority Contract - Competitive Bid,,,USA,No,30681,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
1,,47302,3405,MUNCIE,3720 SOUTH MADISON STREET,05/19/2010,C600936284 MODULE FRONT BUMPER CURBSIDE,,,IN,7494,Commodities/Supplies,,0,7494,20430,OPEN,05/18/2010,12/09/2011,,,No,9647.5,Authority Contract - Competitive Bid,,,USA,No,30077.5,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
2,,47302,0,MUNCIE,3720 SOUTH MADISON STREET,07/14/2012,J121182 97-87-9000 Nozzle Posi-Lock High Pressure Diesel Fuel,,,IN,7495,Commodities/Supplies,,1,7495,0,OPEN,05/07/2012,08/06/2014,,,No,29998.8,Authority Contract - Competitive Bid,,,USA,No,29998.8,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
7,,47302,3316,MUNCIE,3720 SOUTH MADISON STREET,01/19/2010,C600916752 POWER FILTER SPEAKEASY,,,IN,7496,Commodities/Supplies,,0,7496,10777,OPEN,11/05/2009,02/03/2012,,,No,19067,Authority Contract - Competitive Bid,,,USA,No,29844,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
6,,47302,10598,MUNCIE,3720 SOUTH MADISON STREET,08/17/2010,C600934344 LEVELING VALVE LINK,,,IN,7497,Commodities/Supplies,,0,7497,24251.5,OPEN,04/27/2010,07/27/2012,,,No,5148.5,Authority Contract - Competitive Bid,,,USA,No,29400,Yes,Foreign,MUNCIE TRANSIT SUPPLY,Yes
